Dirección,Territorio (1 al 7),Coordenadas (click derecho en maps),Nombre,Categoría,Icono (JPG o PNG),Foto (Si aplica)**,Descripción
Cancha Huasco,6,"-33.51242871067146, -70.63562836222661",FIESTAS Y CELEBRACIONES,FESTIVAL,0039 FESTIVAL CULTURAL.png,,FIESTA CHILENERA EN CANCHA EL HUASCO
PARQUE LA CASTRINA,6,"-33.512414280402545, -70.62907616751221",FESTIVAL/SHOW MASIVO,CONMEMORACION,0042 CONMEMORACION MES DE LAS MUJERES.png,,"Cierre mes de la Mujer, día de la mujer (Javiera Parra, PARQUE LA CASTRINA"
PARQUE LA CASTRINA,6,"-33.512414280402545, -70.62907616751221",FESTIVAL/SHOW MASIVO,FESTIVAL,0062 FESTIVAL DE LA NINEZ.png,,"Festival de la Niñez, PARQUE LA CASTRINA"
PARQUE LA CASTRINA,6,"-33.512414280402545, -70.62907616751221",FESTIVAL/SHOW MASIVO,FESTIVAL,0067 FESTIVAL MULTICULTURAL.png,,"Festival Multicultural, PARQUE LA CASTRINA"
JUAN ARAVENA 472,6,"-33.512500066902064, -70.63670123709923",ACTIVIDADES COMUNITARIAS DIDECO,SOCIAL Y COMUNITARIO ,05 FUTBOL.png,,"Talleres de FUTSAL, JJVV población Huasco"
las Antillas 6331,6,"-33.5166020896308, -70.62751163339009",ACTIVIDADES COMUNITARIAS DIDECO,SOCIAL Y COMUNITARIO ,0091 TALLERES PARA LAS MUJERES.png,,"Cosmética natural, JJVV Calipso, las Antillas 6331"
JUAN ARAVENA 472,6,"-33.512500066902064, -70.63670123709923",ACTIVIDADES COMUNITARIAS DIDECO,SOCIAL Y COMUNITARIO ,00202_GASTRONOMIA_MAPUCHE.png,,"Gastronomía Mapuche, JJVV El Huasco, Juan Aravena 472"
 Juan Planas 5726,6,"-33.510244617752264, -70.63189961989951",ACTIVIDADES COMUNITARIAS DIDECO,SOCIAL Y COMUNITARIO ,0032 TALLER PUEBLOS ORIGINARIOS.png,,"Talleres pueblos originarios: tejidos Artesanales, JJVV Palena Huasco, Juan Planas 5726"
Escuela Básica Poeta Neruda,6,"-33.51323329461778, -70.63058321804486",ACTIVIDADES COMUNITARIAS DIDECO,SOCIAL Y COMUNITARIO ,0031 TALLER ADULTO MAYOR.png,,"Programa Habilidades para la Vida I y II, Escuela Básica Poeta Neruda"
VILLA BERLIOZ,6,"-33.50906193629996, -70.63377052648252",ACTIVIDADES COMUNITARIAS DIDECO,SOCIAL Y COMUNITARIO ,0049 ACTIVIDADES ITINERANTES.png,,Celebración de fiesta de Navidad Comunitaria en Villa Berlioz
 Juan Planas 5726,6,"-33.510244617752264, -70.63189961989951",ACTIVIDADES COMUNITARIAS DIDECO,SOCIAL Y COMUNITARIO ,05 FUTBOL.png,,"Taller de fútbol, 18 participantes. JJVV Palena Huasco"
Cantares de Chile 6330,6,"-33.51753838048899, -70.6354634757174",ACTIVIDADES COMUNITARIAS DIDECO,SOCIAL Y COMUNITARIO ,0038 VACACIONES EN TU PLAZA.png,,"Vacaciones en tu plaza,Plaza villa Salomón Sack, Cant de Chile 6330"
VILLA BERLIOZ,6,"-33.50906193629996, -70.63377052648252",ACTIVIDADES COMUNITARIAS DIDECO,SOCIAL Y COMUNITARIO ,02 ZUMBA.png,,"Talleres danza, Zumba, de memoria, futbol y Boxeo, Villa Berlioz"
VILLA BERLIOZ,6,"-33.50906193629996, -70.63377052648252",ACTIVIDADES COMUNITARIAS DIDECO,SOCIAL Y COMUNITARIO ,00200_CONSTRUYENDO_COMUNIDAD_BERLIOZ.png,,"Entrega Memoria Barrial, Prog construyendo comunidad,Villa Berlioz"
Navarino 356,6,"-33.51316173253878, -70.63069050640836","Área, Participación, Promoción y Prevención",SOCIAL Y COMUNITARIO ,0033 TALLER DE DIVERSIDAD GENERO Y NO DISCRIMINACION.png,,"Charlas sobre comunidad LGBTIQ+ a 38 estudiantes, Escuela básica Poeta Neruda"
Navarino 356,6,"-33.51316173253878, -70.63069050640836","Área, Participación, Promoción y Prevención",SOCIAL Y COMUNITARIO ,0033 TALLER DE DIVERSIDAD GENERO Y NO DISCRIMINACION.png,,"Recreo contra la Discriminación, Escuela básica Poeta Neruda"
Navarino 356,6,"-33.51316173253878, -70.63069050640836","Área, Participación, Promoción y Prevención",SOCIAL Y COMUNITARIO ,0033 TALLER DE DIVERSIDAD GENERO Y NO DISCRIMINACION.png,,"Charla sobre Líderes con perspectiva de género, Escuela básica Poeta Neruda"
Navarino 356,6,"-33.51316173253878, -70.63069050640836","Área, Participación, Promoción y Prevención",SOCIAL Y COMUNITARIO ,00203_TALLER_NO_VIOLENCIA.png,,"Talleres sobre construcción de relaciones libres de violencia, Escuela básica Poeta Neruda"
Navarino 356,6,"-33.51316173253878, -70.63069050640836","Área, Participación, Promoción y Prevención",SOCIAL Y COMUNITARIO ,0033 TALLER DE DIVERSIDAD GENERO Y NO DISCRIMINACION.png,,"Talleres sobre leyes vinculadas a la violencia de género, Escuela básica Poeta Neruda"
Navarino 356,6,"-33.51316173253878, -70.63069050640836","Área, Participación, Promoción y Prevención",SOCIAL Y COMUNITARIO ,00193_VIF.png,,"Talleres de prevención de VIF a personas mayores a estudiantes de 8° año, Escuela básica Poeta Neruda"
PARQUE LA CASTRINA,6,"-33.512414280402545, -70.62907616751221","Área, Participación, Promoción y Prevención",SOCIAL Y COMUNITARIO ,0053 PROGRAMA PREVENCION.png,,"Area de prevención, Asistencia a feria La Castrina"
Navarino 356,6,"-33.51316173253878, -70.63069050640836","Área, Participación, Promoción y Prevención",SOCIAL Y COMUNITARIO ,00180_PROGRAMA_MUJER_TRABAJA_TRANQUILA.png,,"Programa 4 a 7 Mujer Trabaja Tranquila. 20 participantes, Escuela básica Poeta Neruda"
Navarino 356,6,"-33.51316173253878, -70.63069050640836","Área, Participación, Promoción y Prevención",SOCIAL Y COMUNITARIO ,00201_CAMPAÑA_PREVENTIVA.png,,"Taller: Creación campañas preventivas sobre consumo de alcohol y drogas “Nuestra campaña”,Escuela básica Poeta Neruda"
VILLA BERLIOZ,6,"-33.50906193629996, -70.63377052648252",MEJORAMIENTO DE SEDES SOCIALES,SOCIAL Y COMUNITARIO ,0043 MEJORAS DE INFRAESTRUCTURA.png,,"MEJORAMIENTO DE SEDES SOCIALES, VILLA BERLIOZ"
Tomás de Campanella 5771,6,"-33.51076838179237, -70.62690801804504",ACTIVIDADES OFICINA DE DISCAPACIDAD E INCLUSIÓN,SOCIAL Y COMUNITARIO ,00146_TALLERES_MULTIDEPORTIVOS.png,,"Inicio del Taller Deporte Inclusivo: diversas disciplinas deportivas en las cuales se contemplan; Fútbol,Boccia,Tenis de mesa, Goalball. CEDIAM"
Navarino 356,6,"-33.51316173253878, -70.63069050640836",ACTIVIDADES OFICINA DE DISCAPACIDAD E INCLUSIÓN,SOCIAL Y COMUNITARIO ,00173_ACTIVIDADES_OF_DISCAPACIDAD_INCLUSION.png,,"Explorando sabores y texturas (Taller práctico y educativo) Online: convenio socio colaborativo entre la PUC y el Municipio, se desarrolló la actividad: Explorando sabores y texturas. en la cual participaron 10 padres, quienes recibieron información respecto a técnicas de alimentación para NNA del Espectro Autista."
PH243-Parada / Paradero 17 Santa Rosa,6,"-33.51864179388405, -70.63635570928663",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 14 diferentes puntos de parada de buses 
PH150-Parada 4 / Paradero 16 Santa Rosa,6,"-33.517324259192826, -70.63668277354512",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 14 diferentes puntos de parada de buses 
PH195-Parada 2 / Paradero 16 Santa Rosa,6,"-33.51627248893308, -70.63680720539153",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 14 diferentes puntos de parada de buses 
PH151-Parada 4 / Paradero 14 Santa Rosa,6,"-33.51334877238279, -70.6371304368672",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 14 diferentes puntos de parada de buses 
PH196-Parada 2 / Paradero 14 Santa Rosa,6,"-33.51243911329784, -70.63731024238878",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 14 diferentes puntos de parada de buses 
PH152-Parada 4 / Paradero 13 Santa Rosa,6,"-33.510366621594414, -70.63776492541348",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 14 diferentes puntos de parada de buses 
PH197-Parada 2 / Paradero 13 Santa Rosa,6,"-33.509339823838225, -70.63800851509085",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 14 diferentes puntos de parada de buses 
PH198-Parada 4 / Departamental - Santa Rosa,6,"-33.50787286177811, -70.63833076346491",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 14 diferentes puntos de parada de buses 
PH19-Av. Departamental / esq. Benozzo Gozzoli,6,"-33.50741991924795, -70.6291517486193",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 14 diferentes puntos de parada de buses 
PH752-Varas Mena / esq. Pintor Murillo,6,"-33.51246175439532, -70.62831948403264",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 14 diferentes puntos de parada de buses 
PH741-Berlioz / esq. Varas Mena,6,"-33.51304527654079, -70.63406777384019",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 14 diferentes puntos de parada de buses 
PH1450-Av. Las Industrias / esq. Horacio,6,"-33.51376991212934, -70.62503641064086",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 14 diferentes puntos de parada de buses 
PH173-Av. Las Industrias / esq. Avenida Lo Ovalle,6,"-33.51611846661427, -70.62428512883771",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 14 diferentes puntos de parada de buses 
PH675-Avenida Lo Ovalle / esq. Las Marquesas,6,"-33.51714796340724, -70.6260658562144",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 14 diferentes puntos de parada de buses 
Av. Santa Rosa 5594,6,"-33.508470703049994, -70.63777578006106",PLAN DE VIVIENDA DE INTERES PÚBLICO O SOCIAL,PLANES MAESTROS Y DESARROLLO URBANO,0015 PROYECTO INMOBILIARIO.png,,"Conjunto Viviendas sociales ""Vista al Sur"", seran 179 Viviendas. Proyecto se encuentra en permiso de edificación "
Av. Santa Rosa 6048,6,"-33.513610949592774, -70.63674985563618",PLAN DE VIVIENDA DE INTERES PÚBLICO O SOCIAL,PLANES MAESTROS Y DESARROLLO URBANO,0015 PROYECTO INMOBILIARIO.png,,"Conjunto Viviendas sociales ""Nueva 14"", seran 68 Viviendas. Proyecto se encuentra en Postulación."
Berlioz 5850,6,"-33.51118959914891, -70.63440051743675",PLAN DE VIVIENDA DE INTERES PÚBLICO O SOCIAL,PLANES MAESTROS Y DESARROLLO URBANO,00169_PROYECTO_EN_ELABORACION.png,,"Conjunto Viviendas sociales ""Proyecto Patios de Berlioz"", seran 410 Viviendas. Proyecto se encuentra en construcción."
Pedro Sarmiento 384,6,"-33.51030400058634, -70.63181055792876",PLAN DE VIVIENDA DE INTERES PÚBLICO O SOCIAL,PLANES MAESTROS Y DESARROLLO URBANO,00169_PROYECTO_EN_ELABORACION.png,,Plan de transferencia de terrenos SERVIU a dominio Municipal: Pedro Sarmiento 384
Pasaje Llauco,7,"-33.50846523969299, -70.62282919822518",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,"Ejecutado 2024: Proyecto ""Iluminemos San Joaquin"" (SPD)"
Pasaje Vilcun con Varas Mena ,7,"-33.510904684775895, -70.61378648906435",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,"Ejecutado 2024: Proyecto ""Iluminemos San Joaquin"" (SPD)"
Naciones Unidas con Francia,7,"-33.51322715687283, -70.61807357193398",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,"Ejecutado 2024: Proyecto ""Iluminemos San Joaquin"" (SPD)"
Naciones Unidas con Francia,7,"-33.51307469133112, -70.61812532377749",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,"Ejecutado 2024: Proyecto ""Iluminemos San Joaquin"" (SPD)"
Naciones Unidas con Francia,7,"-33.512940512138485, -70.61817092132881",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,"Ejecutado 2024: Proyecto ""Iluminemos San Joaquin"" (SPD)"
Plaza Baltica por Naciones Unidas,7,"-33.512169950487475, -70.61291370141258",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,"Ejecutado 2024: Proyecto ""Iluminemos San Joaquin"" (SPD)"
Plaza Baltica por Naciones Unidas,7,"-33.51216184538577, -70.61267391565475",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,"Ejecutado 2024: Proyecto ""Iluminemos San Joaquin"" (SPD)"
Plaza Baltica por Naciones Unidas,7,"-33.51215644198421, -70.61238876502382",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,"Ejecutado 2024: Proyecto ""Iluminemos San Joaquin"" (SPD)"
Brasilia desde Lumaco hasta Angol,7,"-33.51045530008413, -70.6171374977478",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,"En Postulación 2024: Mejoramiento de Iluminación Platabandas Brasilia (SUBDERE, PMB Energización)"
Brasilia desde Lumaco hasta Angol,7,"-33.51037215174615, -70.61718735969484",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,"En Postulación 2024: Mejoramiento de Iluminación Platabandas Brasilia (SUBDERE, PMB Energización)"
Brasilia desde Lumaco hasta Angol,7,"-33.51021815148429, -70.61724244561218",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,"En Postulación 2024: Mejoramiento de Iluminación Platabandas Brasilia (SUBDERE, PMB Energización)"
Brasilia desde Lumaco hasta Angol,7,"-33.51001551914322, -70.6173331753584",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,"En Postulación 2024: Mejoramiento de Iluminación Platabandas Brasilia (SUBDERE, PMB Energización)"
Brasilia desde Lumaco hasta Angol,7,"-33.50987232533604, -70.61738502092766",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,"En Postulación 2024: Mejoramiento de Iluminación Platabandas Brasilia (SUBDERE, PMB Energización)"
Brasilia desde Lumaco hasta Angol,7,"-33.50979127213262, -70.61744334719306",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,"En Postulación 2024: Mejoramiento de Iluminación Platabandas Brasilia (SUBDERE, PMB Energización)"
Alemania con Naciones Unidas,7,"-33.51329490326811, -70.6187364313065",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,DGRD Atiende a Resumidero Tapado 
Melinka 273,7,"-33.514992778212424, -70.62434050654204",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Caída de arboles y caída de ramas
Departamental frente al 212,7,"-33.50789431487985, -70.62205919803849",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Caída de arboles y caída de ramas
Sandino 33,7,"-33.50883305972595, -70.61446317419289",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Caída de arboles y caída de ramas
Vecinal 5710,7,"-33.5090290092477, -70.62351449605158",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Caída de arboles y caída de ramas
Brasilia 5971,7,"-33.51173824609475, -70.61686039146062",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Caída de arboles y caída de ramas
Las Villas con Pinar Del Rio ,7,"-33.5094352621603, -70.61719669962328",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Poste caído 
Av. Lo Ovalle entre Av. Estadio y Punta Arenas,7,"-33.51291521159582, -70.61343180955146",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Caída de 5 postes y un alimentador 
Av. Lo Ovalle entre Av. Estadio y Punta Arenas,7,"-33.51292439393008, -70.61298584869928",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Caída de 5 postes y un alimentador 
Av. Lo Ovalle entre Av. Estadio y Punta Arenas,7,"-33.51294376779708, -70.61242798355725",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Caída de 5 postes y un alimentador 
Av. Lo Ovalle entre Av. Estadio y Punta Arenas,7,"-33.51295010951426, -70.61198378388731",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Caída de 5 postes y un alimentador 
Av. Lo Ovalle entre Av. Estadio y Punta Arenas,7,"-33.51294123110777, -70.61131748442875",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Caída de 5 postes y un alimentador 
Haydn frente a 5860,7,"-33.51121605540725, -70.62040805421955",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Choque a poste de alumbrado público 
Pasaje Pindapulli 283,7,"-33.51427184791025, -70.62380327334566",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Incendio casa habitación
Haydn con Carmen Mena,7,"-33.50945637302477, -70.62071114638077",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Camión arranca cables
Varas Mena con Chaitén ,7,"-33.51157592556653, -70.62393786570887",Atencion de Emergencía DRGD,Seguridad,00128_SUSPENSION_AGUA.png,,Suspencion de Servicio (Rotura de Matriz)
Varas Mena desde Av. Estadio hasta Pje. Lago Puyehue,7,"-33.51083269949174, -70.61461689668646",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Varas Mena desde Av. Estadio hasta Pje. Lago Puyehue,7,"-33.51086058169246, -70.61512519476277",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Varas Mena desde Av. Estadio hasta Pje. Lago Puyehue,7,"-33.51091913428491, -70.61690423807393",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Varas Mena desde Av. Estadio hasta Pje. Lago Puyehue,7,"-33.51119969078553, -70.61780596509514",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Carmen Mena desde Brasilia hasta Paris ,7,"-33.50949130164782, -70.61768849569465",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Carmen Mena desde Brasilia hasta Paris ,7,"-33.50950024729039, -70.61790843682456",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Carmen Mena desde Brasilia hasta Paris ,7,"-33.50950472011133, -70.61820884422151",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Carmen Mena desde Brasilia hasta Paris ,7,"-33.509522611392775, -70.61850388720066",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Carmen Mena desde Brasilia hasta Paris ,7,"-33.5095136657525, -70.61862190439231",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Carmen Mena desde Brasilia hasta Paris ,7,"-33.509528302412264, -70.61881480532773",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Carmen Mena desde Brasilia hasta Paris ,7,"-33.50954021175336, -70.61908333162668",Iluminación ,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Carmen Mena con Francia ,7,"-33.509573048852936, -70.6195696072057",Medidas de Mitigación,Desarrollo Urbano,00204_VALLAS_PEATONALES.png,,Instalación de Vallas Peatonales 
Carmen Mena con Brasilia ,7,"-33.509380882852305, -70.617771094043",Medidas de Mitigación,Desarrollo Urbano,00204_VALLAS_PEATONALES.png,,Instalación de Vallas Peatonales 
Brasilia con Varas Mena ,7,"-33.51079560217801, -70.6169531717632",Medidas de Mitigación,Desarrollo Urbano,00204_VALLAS_PEATONALES.png,,Instalación de Vallas Peatonales 
Brasilia con Carmen Mena ,7,"-33.50937396505071, -70.61765670367815",Medidas de Mitigación,Desarrollo Urbano,0077 LOMO DE TORO.png,,Reductor de Velocidad 
Av. Estadio (cercano a Parque Estadio),7,"-33.509664962917114, -70.6140640928538",Medidas de Mitigación,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Av. Estadio (cercano a Parque Estadio),7,"-33.50981135043277, -70.61406681501975",Medidas de Mitigación,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Calle Sandino ,7,"-33.50891290441285, -70.61411864818109",Medidas de Mitigación,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Calle Sandino ,7,"-33.50892684582363, -70.61442295821362",Medidas de Mitigación,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Calle Sandino ,7,"-33.50892963410552, -70.61476070890906",Medidas de Mitigación,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Calle Sandino ,7,"-33.50894078723216, -70.61517871719549",Medidas de Mitigación,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Plaza Las Vegas,7,"-33.50939103131126, -70.61511800527362",Medidas de Mitigación,Desarrollo Urbano,00123 LUMINARIA.png,,Iluminación Peatonal 
Puerto Varas frente a 5880,7,"-33.51126964744845, -70.6197286028401",Medidas de Mitigación,Desarrollo Urbano,0077 LOMO DE TORO.png,,Instalación de Lomo de Toro 2024
Parque Estadio ,7,"-33.51054326698364, -70.61386622184045",Proyecto Áreas Verdes y Medio Ambiente,Medio Ambiente ,00183_INSTALACION_TOLDOS.png,,Mejoramiento de Instalación de Toldos en Diversas Plazas de la comuna (En Ejecución 2025)
Plaza Melinka ,7,"-33.51497150492031, -70.62398321879002",Proyecto Áreas Verdes y Medio Ambiente,Medio Ambiente ,00183_INSTALACION_TOLDOS.png,,Mejoramiento de Instalación de Toldos en Diversas Plazas de la comuna (En Ejecución 2025)
Plaza Cooperativa San Miguel ,7,"-33.5098093890476, -70.62117079349143",Proyecto Áreas Verdes y Medio Ambiente,Medio Ambiente ,00168_PROYECTO_EN_LICITACION.png,,Equipamiento de Diversas Plazas Interiores (SUBDERE -PMU) (En Licitación)
Carmen Mena con Vecinal ,7,"-33.50950477488032, -70.62315336049892",Proyecto Áreas Verdes y Medio Ambiente,Medio Ambiente ,0071 MEJORAMIENTO PLAZAS.png,,Mejoramiento Área Verde en Espacio Multipropósito (SUBDERE-PMU) Emergencia (En Postulación)
Av. Haydn con Pasaje Lago Llanquihue ,7,"-33.51173653482153, -70.62001139186049",Proyecto Áreas Verdes y Medio Ambiente,Medio Ambiente ,00183_INSTALACION_TOLDOS.png,,"Instalación de sombreaderos y juegos en diversas plazas de la comuna, en el marco del cambio climático y las actividades de fomento productivo (SUBDERE-PMU) (En Postulación)"
Varas Mena 211,7,"-33.51143785699545, -70.62150681712272",Jornada de Recuperación de Espacios,Medio Ambiente ,0070 INTERVENCIONES COMUNITARIAS.png,,Se realizarón jornadas de recuperación de espacios  y participación ciudadana 
Chaitén con Pasaje Mutico,7,"-33.51339072276715, -70.62326647034345",Jornada de Recuperación de Espacios,Medio Ambiente ,0070 INTERVENCIONES COMUNITARIAS.png,,Se realizarón jornadas de recuperación de espacios  y participación ciudadana 
Naciones Unidas con Brasilia ,7,"-33.51216411355741, -70.61653148853297",Jornada de Recuperación de Espacios,Medio Ambiente ,0070 INTERVENCIONES COMUNITARIAS.png,,Se realizarón jornadas de recuperación de espacios  y participación ciudadana 
Ovalle con Vecinal ,7,"-33.51442009385815, -70.62049057174652",Jornada de Recuperación de Espacios,Medio Ambiente ,0070 INTERVENCIONES COMUNITARIAS.png,,Se realizarón jornadas de recuperación de espacios  y participación ciudadana 
Varas Mena 211,7,"-33.51143785699545, -70.62150681712272",Jornada de Recuperación de Espacios,Medio Ambiente ,00182_ESCUELA AGROLOGICA.png,,"Escuela de Agroecología, Girasoles Alegre de San Joaquín "
Coñimo 286,7,"-33.510552556242146, -70.62382359766941",Jornada de Recuperación de Espacios,Medio Ambiente ,00164_EDUCACION_AMBIENTAL.png,,"1er Seminario Cientifico Escolar, Sembrando Con Ciencia "
Ovalle con Vecinal ,7,"-33.51442009385815, -70.62049057174652",Punto de Reciclaje,Medioambiente ,0041 ASEO Y RECICLAJE.png,,"Puntos de Acopio, Reciclajes "
Av. Las Industrias con Melinka ,7,"-33.515065551825, -70.6246418448536",Punto de Reciclaje,Medioambiente ,0041 ASEO Y RECICLAJE.png,,"Puntos de Acopio, Reciclajes "
Varas Mena con Haydn,7,"-33.51182486942916, -70.6203357127771",Punto de Reciclaje,Medioambiente ,0041 ASEO Y RECICLAJE.png,,"Puntos de Acopio, Reciclajes "
Vecinal con Varas Mena ,7,"-33.511391320807114, -70.62248998970473",Punto de Reciclaje,Medioambiente ,0041 ASEO Y RECICLAJE.png,,"Puntos de Acopio, Reciclajes "
