Nombre,Dirección,Territorio,Descripción (sólo si es necesario),Coordenada,Categoría,Subcategoría,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Pje. Dagoberto Godoy,"Pje. Dagoberto Godoy, desde pie. Thomas Alba Edison hasta pje. Thomas Alba Edison",5,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución 2024-2025: Pje. Dagoberto Godoy, desde pie. Thomas Alba Edison hasta pje. Thomas Alba Edison
PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Pav. Participativa a Ejecutarse 2024-2025: Dagoberto Godoy, tramo Pza. Manuel Plaza-Thomás Alva Edison","[
          [
            -70.62701770097577,
            -33.497287596363115
          ],
          [
            -70.62692120232472,
            -33.497412773971526
          ],
          [
            -70.62739833454397,
            -33.497636304966356
          ],
          [
            -70.62737689039889,
            -33.497801717530685
          ],
          [
            -70.62622426762364,
            -33.497859835382755
          ],
          [
            -70.62620818451467,
            -33.497752540854854
          ],
          [
            -70.62602054824934,
            -33.49774807024673
          ],
          [
            -70.62603663135762,
            -33.497953717985816
          ],
          [
            -70.6274519449056,
            -33.49793136499461
          ],
          [
            -70.62751627733938,
            -33.49786877658734
          ],
          [
            -70.62755380459272,
            -33.497636304966356
          ],
          [
            -70.62754308251984,
            -33.49756030449288
          ],
          [
            -70.62701770097577,
            -33.497301008258255
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL,Calle,,,,,,,,,,,,,,,,,,
"Proyecto Aceras: Calle Pirámide
","Calle Pirámide, desde Emco hasta Las Industrias",5,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución 2024-2025: Calle Pirámide, desde Emco hasta Las Industrias
","[
          [
            -70.61797807353574,
            -33.50316625625005
          ],
          [
            -70.62206534319812,
            -33.50285307051442
          ],
          [
            -70.62416421140385,
            -33.50270568859892
          ],
          [
            -70.6267491332984,
            -33.50311098826077
          ],
          [
            -70.62670494659997,
            -33.50335048262428
          ],
          [
            -70.62420839810305,
            -33.502945184083885
          ],
          [
            -70.6196571680996,
            -33.50335048262428
          ],
          [
            -70.61795598018576,
            -33.50338732785281
          ],
          [
            -70.61797807353574,
            -33.50316625625005
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Pje. Ollagüe,"Pje. Ollagüe, desde Fondo Oriente hasta Vecinal",5,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución 2024-2025: Pje. Ollagüe, desde Fondo Oriente hasta Vecinal","[
          [
            -70.62408915109691,
            -33.503511359337445
          ],
          [
            -70.62493147914678,
            -33.503653732920675
          ],
          [
            -70.624897330712,
            -33.50384356400156
          ],
          [
            -70.62403223703949,
            -33.503682207610254
          ],
          [
            -70.62406638547345,
            -33.50350186775697
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Llico,"Calle Llico, desde Haydn hasta Cánada",5,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución 2024-2025: Calle Llico, desde Haydn hasta Cánada","[
          [
            -70.61989532450619,
            -33.504735074353896
          ],
          [
            -70.61982805537636,
            -33.50495009228956
          ],
          [
            -70.62161068732124,
            -33.504847257691274
          ],
          [
            -70.62164432188575,
            -33.50459484497676
          ],
          [
            -70.61988411298465,
            -33.50470702849588
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Pje. Cuya,"Pje. Cuya, desde Fondo Oriente, hasta Vecinal",5,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución 2024-2025: Pje. Cuya, desde Fondo Oriente, hasta Vecinal","[
          [
            -70.62182736800764,
            -33.50578175282367
          ],
          [
            -70.62178447971823,
            -33.50601420257062
          ],
          [
            -70.62336062435104,
            -33.506210890329676
          ],
          [
            -70.62343567885702,
            -33.505978441111054
          ],
          [
            -70.62185953422494,
            -33.50576387204831
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Ureta Cox,"Calle Ureta Cox, desde Haydn hasta Vecinal",5,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución 2024-2025: Calle Ureta Cox, desde Haydn hasta Vecinal","[
          [
            -70.62461087534197,
            -33.5000961112024
          ],
          [
            -70.62456798705327,
            -33.500409044733225
          ],
          [
            -70.62373166541096,
            -33.500319635268596
          ],
          [
            -70.62267018025068,
            -33.500721977132784
          ],
          [
            -70.62275595682958,
            -33.50025704858805
          ],
          [
            -70.62371022126658,
            -33.499944114508985
          ],
          [
            -70.62461087534197,
            -33.50006928827612
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Pica,"Calle Pica, desde Pirámide hasta pje. Ollagüe",5,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución 2024-2025: Calle Pica, desde Pirámide hasta pje. Ollagüe","[
          [
            -70.62293691037256,
            -33.50225099677192
          ],
          [
            -70.62272246892606,
            -33.50222417451337
          ],
          [
            -70.6225616378412,
            -33.50327023645275
          ],
          [
            -70.62281896757715,
            -33.50331493967331
          ],
          [
            -70.62300124280709,
            -33.5022599375229
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Llico,"Calle Llico, desde Vecinal hasta Haydn",5,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución 2024-2025: Calle Llico, desde Vecinal hasta Haydn","[
          [
            -70.62181012974139,
            -33.50458370944346
          ],
          [
            -70.62174479477535,
            -33.504880587519835
          ],
          [
            -70.62367595085112,
            -33.504842777331966
          ],
          [
            -70.62375408871453,
            -33.50448583130179
          ],
          [
            -70.62183342011872,
            -33.504577327136175
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Winnipeg,"Calle Winnipeg, desde Haydn hasta Cánada",5,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución 2024-2025: Calle Winnipeg, desde Haydn hasta Cánada","[
          [
            -70.62181012974139,
            -33.50458370944346
          ],
          [
            -70.62174479477535,
            -33.504880587519835
          ],
          [
            -70.62367595085112,
            -33.504842777331966
          ],
          [
            -70.62375408871453,
            -33.50448583130179
          ],
          [
            -70.62183342011872,
            -33.504577327136175
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Toronto,"Calle Toronto, desde Haydn hasta Cánada",5,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución 2024-2025: Calle Toronto, desde Haydn hasta Cánada","[
          [
            -70.62106768660392,
            -33.49850291776119
          ],
          [
            -70.62102021924578,
            -33.498823011917615
          ],
          [
            -70.62282745771941,
            -33.49903682513286
          ],
          [
            -70.62285451466022,
            -33.49876042341914
          ],
          [
            -70.62108910942875,
            -33.4985058925177
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Vancouver,"Calle Vancouver, desde Haydn hasta Cánada",5,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución 2024-2025: Calle Vancouver, desde Haydn hasta Cánada","[
          [
            -70.62268997717952,
            -33.499682851569034
          ],
          [
            -70.62265504422787,
            -33.499890983437986
          ],
          [
            -70.62088096539128,
            -33.49969992471581
          ],
          [
            -70.6209016079035,
            -33.49947168461598
          ],
          [
            -70.62267738832278,
            -33.499690398682006
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Ingeniero Budge,"Ingeniero Budge, desde Vecinal hasta Cánada",5,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución 2024-2025: Ingeniero Budge, desde Vecinal hasta Cánada","[
          [
            -70.62118953646808,
            -33.49785559394415
          ],
          [
            -70.62298276898616,
            -33.49809520379203
          ],
          [
            -70.62291639766676,
            -33.498394431344394
          ],
          [
            -70.62113504779317,
            -33.49814707381483
          ],
          [
            -70.62118782456784,
            -33.497864751540185
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Volcán Antuco,"Calle Volcán Antuco, tramo Rev Jav Peró a Fondo oriente",5,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Pav. Participativa a Ejecutarse 2024-2025: Calle Volcán Antuco, tramo Rev Jav Peró a Fondo oriente","[
          [
            -70.62349816276684,
            -33.499728225217034
          ],
          [
            -70.62322073806656,
            -33.49969898995057
          ],
          [
            -70.62320466645322,
            -33.49980770817511
          ],
          [
            -70.62347687898526,
            -33.49983053719985
          ],
          [
            -70.62349556122076,
            -33.499729908121004
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Pje Río Loira,"Pav. Participativa a Ejecutarse 2024-2025: Pje Río Loira, tramo Marsella a fondo sur",5,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Pav. Participativa a Ejecutarse 2024-2025: Pje Río Loira, tramo Marsella a fondo sur","[
          [
            -70.62349816276684,
            -33.499728225217034
          ],
          [
            -70.62322073806656,
            -33.49969898995057
          ],
          [
            -70.62320466645322,
            -33.49980770817511
          ],
          [
            -70.62347687898526,
            -33.49983053719985
          ],
          [
            -70.62349556122076,
            -33.499729908121004
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Pje. Gustavo Campaña Oriente,"Pje. Gustavo Campaña Oriente, tramo San Nicolás- Pje. Rafael Frontaura",5,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Pav. Participativa a Ejecutarse 2024-2025: Pje. Gustavo Campaña Oriente, tramo San Nicolás- Pje. Rafael Frontaura","[
          [
            -70.62596951290168,
            -33.50166264304664
          ],
          [
            -70.62580988377077,
            -33.50164296396866
          ],
          [
            -70.62572769521688,
            -33.50208854013337
          ],
          [
            -70.6258857547428,
            -33.502115138697484
          ],
          [
            -70.62596893530767,
            -33.50166504539883
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL,Calle,,,,,,,,,,,,,,,,,,
PProyecto Aceras:  Av Las Industrias ,Av. Las Industrias,5,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Ejecución2023, Conservación Red Vial RM Conservación Ciclovía Grupo 1 – 2022: Av Las Industrias SERVIU
PLANES MAESTROS Y DESARROLLO URBANO - Plan Maestro de ciclovías: Mejoramiento ciclovía temporal Av. Haydn, SUBDERE","[
          [
            -70.62899662652616,
            -33.49628555891307
          ],
          [
            -70.6279558613031,
            -33.49629972908593
          ],
          [
            -70.62547458520126,
            -33.50735434014323
          ],
          [
            -70.6266629609809,
            -33.50719755285016
          ],
          [
            -70.62898073083991,
            -33.49636272658049
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL,Calle,,,,,,,,,,,,,,,,,,
PROGRAMA CONSTRUYENDO COMUNIDAD: NUEVO HORIZONTE,"Área: Av. Las Industrias, Gabriela Mistral, Marsella",5,"PROGRAMA CONSTRUYENDO COMUNIDAD: NUEVO HORIZONTE
Celebración del mes de la niñez
Taller de Arte Diaguita
Se realizaron 6 reuniones con vecinos para dar a conocer avances del programa.","[
          [
            -70.62778588154286,
            -33.49801592892796
          ],
          [
            -70.62514314523413,
            -33.49810774747546
          ],
          [
            -70.62498010072984,
            -33.49900566175869
          ],
          [
            -70.62760467096788,
            -33.498869278840836
          ],
          [
            -70.62778461689804,
            -33.4980211078991
          ]
        ]",SOCIAL Y COMUNITARIO,Polígono,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Pje Pedro Sarmiento,"Pje Pedro Sarmiento, desde Fondo Oriente hasta Pintor Durero",6,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución: Pje Pedro Sarmiento, desde Fondo Oriente hasta Pintor Durero","[
          [
            -70.62857841769213,
            -33.50925494055962
          ],
          [
            -70.62852792069825,
            -33.509408545422644
          ],
          [
            -70.63087553958773,
            -33.51015067121832
          ],
          [
            -70.63090307049802,
            -33.5099941715066
          ],
          [
            -70.62858984837845,
            -33.509251774846945
          ]
        ]
            -33.496252810734944
          ],
          [
            -70.61720943061704,
            -33.49628085781299
          ]
        ]",PLANES MAESTROS Y DESARROLLO URBANO,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Pje. Ing Mario Díaz,"Pje. Ing Mario Díaz, desde Flo. Toledo hasta Benoso Gozzolli",6,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución: Pje. Ing Mario Díaz, desde Flo. Toledo hasta Benoso Gozzolli","[
          [
            -70.62903001913836,
            -33.50803126865488
          ],
          [
            -70.62898870143873,
            -33.50819776494289
          ],
          [
            -70.63036302448789,
            -33.50858765181822
          ],
          [
            -70.63042227647807,
            -33.508430998998996
          ],
          [
            -70.6290245461505,
            -33.50803050876469
          ]
        ]",PLANES MAESTROS Y DESARROLLO URBANO,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Castilla,"Calle Castilla, desde Berlioz hasta Aranjuez",6,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución: Calle Castilla, desde Berlioz hasta Aranjuez","[
          [
            -70.63209455640454,
            -33.513825562872064
          ],
          [
            -70.63208635702057,
            -33.513971191299305
          ],
          [
            -70.63405667456259,
            -33.514173920106415
          ],
          [
            -70.63399485398139,
            -33.51401780324709
          ],
          [
            -70.63210070897004,
            -33.51382165625962
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL ,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Aragón,"Calle Aragón, desde Berlioz hasta Aranjuez",6,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución: Calle Aragón, desde Berlioz hasta Aranjuez","[
          [
            -70.63205514331639,
            -33.514251102836646
          ],
          [
            -70.63202621972545,
            -33.51442117271674
          ],
          [
            -70.63408408653706,
            -33.51463842560755
          ],
          [
            -70.63409556972866,
            -33.51448356582431
          ],
          [
            -70.63205437760702,
            -33.51425560519612
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL ,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle El Prado,"Calle El Prado, desde A. Santa Rosa hasta Berlioz",6,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución: Calle El Prado, desde A. Santa Rosa hasta Berlioz","[
          [
            -70.63419726248563,
            -33.51429960549901
          ],
          [
            -70.63417920919274,
            -33.51452777003843
          ],
          [
            -70.63534603380737,
            -33.514652989677494
          ],
          [
            -70.63566108854276,
            -33.514650690666166
          ],
          [
            -70.63588284174641,
            -33.51468147739308
          ],
          [
            -70.63643435485042,
            -33.514895926750825
          ],
          [
            -70.63683862473542,
            -33.51493370944518
          ],
          [
            -70.63680459064723,
            -33.51469863052579
          ],
          [
            -70.63640249631501,
            -33.51464280644773
          ],
          [
            -70.63580034938778,
            -33.51444793431739
          ],
          [
            -70.63419883508494,
            -33.514290555759985
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL ,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Berlioz,"Calle Berlioz, desde Av. Departamental hasta Pje. Arturo Prado",6,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución: Calle Berlioz, desde Av. Departamental hasta Pje. Arturo Prado","[
          [
            -70.63645310904575,
            -33.5072093459214
          ],
          [
            -70.63607669994461,
            -33.50720799073708
          ],
          [
            -70.63463320567377,
            -33.51105861263723
          ],
          [
            -70.6349763951698,
            -33.51108872301731
          ],
          [
            -70.63647738591492,
            -33.50720252415565
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL ,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Pintor Durero,"Calle Pintor Durero, desde Av. Departamental-Varas",6,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución: Calle Pintor Durero, desde Av. Departamental-Varas","[
          [
            -70.63209080823539,
            -33.50717919169398
          ],
          [
            -70.6317811655523,
            -33.50717919169398
          ],
          [
            -70.63057208459988,
            -33.51063388696123
          ],
          [
            -70.62992330945478,
            -33.51192475193132
          ],
          [
            -70.62974637077882,
            -33.51234274217484
          ],
          [
            -70.63012973791018,
            -33.51239191736502
          ],
          [
            -70.6302771867984,
            -33.51205998427867
          ],
          [
            -70.630749023268,
            -33.511211705079695
          ],
          [
            -70.63120611484766,
            -33.50987165287837
          ],
          [
            -70.63176642065447,
            -33.508248809584245
          ],
          [
            -70.63214978778585,
            -33.50717919168293
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL ,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Pintor Murillo,"Calle Pintor Murillo, desde Pedro Sarmiento hasta Aquiles-Pompeya",6,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución: Calle Pintor Murillo, desde Pedro Sarmiento hasta Aquiles-Pompeya","[
          [
            -70.6291422130406,
            -33.509620546927
          ],
          [
            -70.62933714512454,
            -33.50966569498058
          ],
          [
            -70.62770188153351,
            -33.5138914484478
          ],
          [
            -70.62744197208853,
            -33.51385533177171
          ],
          [
            -70.62873068975341,
            -33.510523503511585
          ],
          [
            -70.62895811051747,
            -33.51010814465298
          ],
          [
            -70.62913138348053,
            -33.509602487699496
          ],
          [
            -70.62933714512454,
            -33.509656665372
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL ,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Benozzo Gozzolli,"Calle Benozzo Gozzolli, desde Av. Departamental hasta Carmen Mena",6,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución: Calle Benozzo Gozzolli, desde Av. Departamental hasta Carmen Mena","[
          [
            -70.62904260162368,
            -33.507509480534075
          ],
          [
            -70.62907476784095,
            -33.508001190598996
          ],
          [
            -70.62868877323669,
            -33.50914552320439
          ],
          [
            -70.62844216557369,
            -33.50986966336312
          ],
          [
            -70.62805617096943,
            -33.50981602355987
          ],
          [
            -70.62875310567124,
            -33.5082872751687
          ],
          [
            -70.62880671603287,
            -33.507518420741874
          ],
          [
            -70.62904260162368,
            -33.50750054032535
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL ,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Benozzo Gozzolli,"Calle Benozzo Gozzolli, desde Varas Mena hasta Aquiles",6,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución: Calle Benozzo Gozzolli, desde Varas Mena hasta Aquiles","[
          [
            -70.62836305125624,
            -33.509967255803886
          ],
          [
            -70.62863110306434,
            -33.510029835462916
          ],
          [
            -70.62702279221497,
            -33.51407059761185
          ],
          [
            -70.62681907284066,
            -33.514008020875266
          ],
          [
            -70.62838449540061,
            -33.509976195759016
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL ,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Pje. Tomás de Campanella,"Pje. Tomás de Campanella, desde Carmen Mena hasta Varas Mena",6,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución: Pje. Tomás de Campanella, desde Carmen Mena hasta Varas Mena","[
          [
            -70.62771161894663,
            -33.50888168157855
          ],
          [
            -70.62744356713782,
            -33.508836981234474
          ],
          [
            -70.62630702747084,
            -33.51185867255693
          ],
          [
            -70.62651074684516,
            -33.511912311095166
          ],
          [
            -70.62773306309099,
            -33.50887274151157
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL ,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Aquiles," Calle Aquiles, desde Pje. Carlo Magno hasta Av. Las industrias",6,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución: Calle Aquiles, desde Pje. Carlo Magno hasta Av. Las industrias","[
          [
            -70.62512498710254,
            -33.513489525018215
          ],
          [
            -70.62634730334766,
            -33.513847107901476
          ],
          [
            -70.62620791640789,
            -33.51406165692155
          ],
          [
            -70.62503921052365,
            -33.513713014492815
          ],
          [
            -70.62510354295743,
            -33.513480585427345
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL ,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Aranjuez,"Calle Aranjuez, desde Castilla hasta Aragón",6,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución: Calle Aranjuez, desde Castilla hasta Aragón","[
          [
            -70.63211985586597,
            -33.51423747574596
          ],
          [
            -70.6318946923473,
            -33.51421959671779
          ],
          [
            -70.63192685856383,
            -33.51394247130534
          ],
          [
            -70.63218418829976,
            -33.51399610855055
          ],
          [
            -70.63211985586597,
            -33.51423747574596
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL ,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Juan Planas,"Calle Juan Planas, desde Av. Departamental hasta Pedro Sarmiento",6,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución: Calle Juan Planas, desde Av. Departamental hasta Pedro Sarmiento","[
          [
            -70.63338265727249,
            -33.50715465039915
          ],
          [
            -70.6330288288855,
            -33.50716359064361
          ],
          [
            -70.6319780657974,
            -33.51001548152574
          ],
          [
            -70.63232117211224,
            -33.51005124131584
          ],
          [
            -70.63336121312815,
            -33.50715465039915
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL ,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Pje. Carlo Magno,"Pje. Carlo Magno, desde Pje. Graciano hasta Varas Mena",6,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII en ejecución: Pje. Carlo Magno, desde Pje. Graciano hasta Varas Mena","[
          [
            -70.62726732246311,
            -33.51143656551112
          ],
          [
            -70.62698105066237,
            -33.51136924366509
          ],
          [
            -70.6268856267291,
            -33.51165689118719
          ],
          [
            -70.62709849550406,
            -33.51170585237238
          ],
          [
            -70.62725998216011,
            -33.511442685675846
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL ,Calle,,,,,,,,,,,,,,,,,,
Plan maestro línea 9 metro y ciclovía Sta Rosa,Ciclovía Sta Rosa,6,"PROYECTOS IMPACTO NIVEL COMUNAL, Plan maestro línea 9 metro y ciclovía Sta Rosa","[
          [
            -70.6391159984504,
            -33.50712130720691
          ],
          [
            -70.63785346640572,
            -33.50724371653348
          ],
          [
            -70.63606243257489,
            -33.51860254842416
          ],
          [
            -70.63703135251635,
            -33.51872494150847
          ],
          [
            -70.63917472087125,
            -33.507170270958476
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL ,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Varas Mena,"Calle Varas Mena, desde Las Industrias hasta Pje. Butamanga",7,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII a ejecutarse 2025: Calle Varas Mena, desde Las Industrias hasta Pje. Butamanga: (nte) y Chaitén (sur)","[
          [
            -70.62325717753113,
            -33.511458628734005
          ],
          [
            -70.62319820613342,
            -33.51161507509845
          ],
          [
            -70.62488693252696,
            -33.51179387059914
          ],
          [
            -70.6249298208164,
            -33.511583785849375
          ],
          [
            -70.62325717753251,
            -33.51145862873372
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL ,Calle,,,,,,,,,,,,,,,,,,
Proyecto Aceras: Calle Estadio,"Calle Estadio, desde Sandino pte y fdo nte: ote hasta Av Lo Ovalle",7,"PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL - Proyecto Aceras VII a ejecutarse 2025: Calle Estadio, desde Sandino pte y fdo nte: ote hasta Av Lo Ovalle
MEDIDAS DE MITIGACION EDIFICIO NODO VICUÑA: Ejecución del T.E.P. del frente predial por Av Estadio y por calle Sandino","[
          [
            -70.61409305377816,
            -33.508908084486194
          ],
          [
            -70.61371778124683,
            -33.508934904674625
          ],
          [
            -70.61399655512709,
            -33.509819966200055
          ],
          [
            -70.61390005647603,
            -33.515058629852334
          ],
          [
            -70.61425388486303,
            -33.515031811563276
          ],
          [
            -70.61431821729755,
            -33.50970374651642
          ],
          [
            -70.61408233170599,
            -33.508917024549525
          ]
        ]",PAVIMENTACION DE VEREDAS Y CALLES; SEGURIDAD VIAL Y PEATONAL ,Calle,,,,,,,,,,,,,,,,,,
